HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.index,Input.text,Input.Annotation,Answer.sentiment.label,Approve,Reject,annotation=gold_HITS_annotation,ACCURACY
37OPIVELUURBMZH2AY3OQSTD9K3HAA,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:05:28 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:05:28 PDT 2019,,,3UWN2HHPUZTAJBM1KYPT4WGVOEVNST,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:24:20 PDT 2019,Fri Apr 12 17:24:24 PDT 2019,Mon Apr 15 17:24:24 PDT 2019,,,,4,100% (124/124),100% (124/124),100% (124/124),1.12E+18,133,"RT @MichelleRempel: Get vaccinated, and vaccinate your children. Herd immunity saves lives. There is no reason for anyone to contract or sp…",,Pro-vaccine,,,,
3PCPFX4U40EJVJXD44CAD7W5XNCQFS,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:08:27 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:08:27 PDT 2019,,,3IJXV6UZ1Y764VBX8TCW9EFIGDIIRK,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:24:25 PDT 2019,Fri Apr 12 17:24:30 PDT 2019,Mon Apr 15 17:24:30 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,506,https://t.co/3Z2EJ7cdEm,neither,Neither,,,TRUE,
3S8A4GJRD3RFHY0JPA3GPOI0LGO6VZ,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:05:23 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:05:23 PDT 2019,,,3MAOD8E57RYIFS80E8VG34XN3TXNX1,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:29:52 PDT 2019,Fri Apr 12 17:30:00 PDT 2019,Mon Apr 15 17:30:00 PDT 2019,,,,8,100% (124/124),100% (124/124),100% (124/124),1.12E+18,191,"RT @HelenEBedford: No upper age limit for MMR vaccine. One dose good, two better for best protection - 4 weeks between doses.  Lots of East…",,Pro-vaccine,,,,
3AC6MFV69K6CN7PAMQJN7LKMI5AHZB,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:08:32 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:08:32 PDT 2019,,,3LEP4MGT3HO2GDEMKIPVI2U16M7BDY,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:26:55 PDT 2019,Fri Apr 12 17:27:04 PDT 2019,Mon Apr 15 17:27:04 PDT 2019,,,,9,100% (124/124),100% (124/124),100% (124/124),1.12E+18,52,"RT @CR_UK: Injecting immune cell stimulants directly into a tumour could teach the immune system to spot and attack cancer cells, according…",,Neither,,,,
3MD8CKRQZZBZCMY909SVXVY2MGVJRP,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:08:32 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:08:32 PDT 2019,,,3TVRFO09GL3SRS5F2VF1QCTYYYXLXX,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:24:52 PDT 2019,Fri Apr 12 17:24:59 PDT 2019,Mon Apr 15 17:24:59 PDT 2019,,,,7,100% (124/124),100% (124/124),100% (124/124),1.12E+18,537,"Enesi Pharma &amp; Uni Oxford to Target Plague with Novel ImplaVax-enabled Adenovirus-based Solid Dose Vaccine https://t.co/tS7CyyCd8D @Enesi_Pharma @UniofOxford Find more than 4,000 UK &amp; Irish life science business news at [LSUK] at  https://t.co/2MWXX9dNS4 https://t.co/wlsAJy4oAE",pro-vaccine,Pro-vaccine,,,TRUE,
37VE3DA4YU5G59MUGC3KL3DJR2OHB5,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:05:33 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:05:33 PDT 2019,,,3NLZY2D53QD8IV43GHK9W4X51VALQ0,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:20:00 PDT 2019,Fri Apr 12 17:20:07 PDT 2019,Mon Apr 15 17:20:07 PDT 2019,,,,7,100% (124/124),100% (124/124),100% (124/124),1.12E+18,530,@NYCMayor Hopefully you will be run out of town on a rail by mothers of vaccine injured children https://t.co/Mf6eJekAXk,anti-vaccine,Anti-vaccine,,,TRUE,
304QEQWKZP8PD357M91LLVE1CK5O0E,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:08:38 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:08:38 PDT 2019,,,3EWIJTFFVPV6OWPCIX3Q43G3FUBE08,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:26:19 PDT 2019,Fri Apr 12 17:26:23 PDT 2019,Mon Apr 15 17:26:23 PDT 2019,,,,4,100% (124/124),100% (124/124),100% (124/124),1.12E+18,556,"De Blasio's vaccination order is met with shrugs and defiance in Brooklyn, the center of the city's measles outbreak @hgoldman77 https://t.co/eQuSv5alRd via @bpolitics",pro-vaccine,Pro-vaccine,,,TRUE,
3T8DUCXY0NUNMPYSIM6D8GLHEWGT9H,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:08:47 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:08:47 PDT 2019,,,3IAEQB9FMF8U4GCXF9LR5G7MGNPDWG,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:24:05 PDT 2019,Fri Apr 12 17:24:10 PDT 2019,Mon Apr 15 17:24:10 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,105,"#Epstein-Barr @NIH: deux candidats #vaccins💉 produisent des #anticorps qui empêchent la fusion du #virus👾 #EBV avec les cellules épithéliales et les #lymphocyteB chez la #souris🐁 et le #singe🐒. Prochaine étape, des essais chez l'humain🙎‍♂️🙎‍♀️ https://t.co/cJZpgXA9pD https://t.co/yTrpmqzqfo",,Neither,,,,
335HHSX8CDT9K6KEU8UQGT1JUN0HDC,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:05:59 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:05:59 PDT 2019,,,3KB8R4ZV1FV5SXODM8Q3ONXYJENBG8,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:27:29 PDT 2019,Fri Apr 12 17:27:34 PDT 2019,Mon Apr 15 17:27:34 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,132,"RT @Stephenteap: My wife was one of the 90 women to die from this in 2017, the vaccine wasn't around when she was young, it is now. Protect…",,Pro-vaccine,,,,
3CIS7GGG657JHY4YQ2C95Q8UO73EU3,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:05:56 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:05:56 PDT 2019,,,3IFS6Q0HJJ7I5ABANIC1ZOKE2F1IS8,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:24:40 PDT 2019,Fri Apr 12 17:24:52 PDT 2019,Mon Apr 15 17:24:52 PDT 2019,,,,12,100% (124/124),100% (124/124),100% (124/124),1.12E+18,238,RT @Telford_Russian: When is a #Vaccine not a Vaccine? Update from the Vaccine War Front  https://t.co/iXWXk7L9gy  @POTUS @realDonaldTrump…,,Neither,,,,
3TZ0XG8CBU84O564FOVIHKPU0JV988,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:05:59 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:05:59 PDT 2019,,,38SKSKU7R2LV1XGK39F0N26JALTLIX,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:17:26 PDT 2019,Fri Apr 12 17:17:30 PDT 2019,Mon Apr 15 17:17:30 PDT 2019,,,,4,100% (124/124),100% (124/124),100% (124/124),1.12E+18,59,To Rival $AMZN UPS Enters Healthcare--with Doorstep Nurse Delivery . #innovation #UPS  #Amazon   https://t.co/KniicoHqxe https://t.co/AzjftsiAb2,,Pro-vaccine,,,,
3MJ28H2Y1EWO8AR8JF7X2QASTSGO5Z,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:09:02 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:09:02 PDT 2019,,,3ATTHHXXWBCQ1RX9HSIOYW16HU3IXG,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:27:14 PDT 2019,Fri Apr 12 17:27:19 PDT 2019,Mon Apr 15 17:27:19 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,315,RT @REGRET_ie: Getting the HPV vaccine ruined my life.. https://t.co/TZETBzJ8jC,,Anti-vaccine,,,,
3IV1AEQ4DR1TUHJD10MV6E3XWO7J8D,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:06:06 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:06:06 PDT 2019,,,30ZX6P7VF9JLVMEIBLIVK7MAH0RJ2I,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:29:35 PDT 2019,Fri Apr 12 17:29:46 PDT 2019,Mon Apr 15 17:29:46 PDT 2019,,,,11,100% (124/124),100% (124/124),100% (124/124),1.12E+18,261,RT @NVICLoeDown: Anti-Vaccine Japan Has World’s Lowest Child Death Rate &amp; Highest Life Expectancy Fact: Japan has the lowest infant mortali…,,Anti-vaccine,,,,
324N5FAHSXZMGDL8REXHZ7NIMB8KVI,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:06:07 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:06:07 PDT 2019,,,3F6KKYWMNCP4HM3JN8U49XUVNBLDNP,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:19:04 PDT 2019,Fri Apr 12 17:19:21 PDT 2019,Mon Apr 15 17:19:21 PDT 2019,,,,17,100% (124/124),100% (124/124),100% (124/124),1.12E+18,63,"RT @PlumRemson: @dachte @Gothamist @GwynneFitz One can't discuss ""vaccines"" as a bundle. Each has its own risk/benefit profile per individu…",,Neither,,,,
3MIVREZQVHMUB5PR5F37TKOA5JTQKU,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:09:04 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:09:04 PDT 2019,,,3PXX5PX6LYM4I6BA08YTS1MVLJABAW,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:24:15 PDT 2019,Fri Apr 12 17:24:20 PDT 2019,Mon Apr 15 17:24:20 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,492,@kuriousmind93 https://t.co/3Z2EJ7cdEm,,Neither,,,,
374UMBUHN5DPKN5VU6G4A6MPKHJTCY,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:09:13 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:09:13 PDT 2019,,,3BDCF01OGYIHRXVP7R139Q0704RLY3,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:25:26 PDT 2019,Fri Apr 12 17:25:31 PDT 2019,Mon Apr 15 17:25:31 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,579,RT @luckykelsey: @DoctorChristian Anyone who has researched this vaccine properly would never allow it to be given to their child. No inert…,anti-vaccine,Anti-vaccine,,,TRUE,
36JW4WBR0686IQYALEPG4T4460GHFN,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:06:17 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:06:17 PDT 2019,,,34BBWHLWHBZBCRSJ7NM2WDNZ8SXIWN,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:26:23 PDT 2019,Fri Apr 12 17:26:29 PDT 2019,Mon Apr 15 17:26:29 PDT 2019,,,,6,100% (124/124),100% (124/124),100% (124/124),1.12E+18,251,"RT @MikkoTaniegra: PURE SIBERIAN HUSKY FOR SALE 🐾  • DOB: january 19, 2019 • SEX: bot female • 2x vaccine • 2x deworm • with vaccine record…",,Neither,,,,
3R15W654VDH5VB79QFF88K1PUJYQLX,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:09:19 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:09:19 PDT 2019,,,3WEV0KO0ONG1XZVOV4BQ8R41AATDS1,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:22:02 PDT 2019,Fri Apr 12 17:22:07 PDT 2019,Mon Apr 15 17:22:07 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,298,RT @StabellBenn: A very nice and nuances article about non-specific effects of vaccines #NSEvac - where I explain why I have entered the pu…,,Neither,,,,
3WPCIUYH1AWZPFB9U2BFUC475HVTDY,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:09:28 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:09:28 PDT 2019,,,3L2IS5HSFB6QYOE593KTJXYJ9BGNU9,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:27:24 PDT 2019,Fri Apr 12 17:27:29 PDT 2019,Mon Apr 15 17:27:29 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,421,"RT @MichelleRempel: Get vaccinated, and vaccinate your children. Herd immunity saves lives. There is no reason for anyone to contract or sp…",,Pro-vaccine,,,,
3P888QFVX3ID1WA637V0015JPO3QOE,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:09:34 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:09:34 PDT 2019,,,34YB12FSQZC1BOSADXGC238SVDRGM2,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:26:41 PDT 2019,Fri Apr 12 17:26:46 PDT 2019,Mon Apr 15 17:26:46 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,89,RT @ForeignPolicy: A recent study found that thousands of Russian accounts used to spread disinformation had seized on anti-vaccine messagi…,,Neither,,,,
3Z3R5YC0P3BWNZP5L865IC7SHUBTF9,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:09:47 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:09:47 PDT 2019,,,3B2X28YI3X33V4Z7AVHHCWK9P0KB66,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:21:50 PDT 2019,Fri Apr 12 17:21:55 PDT 2019,Mon Apr 15 17:21:55 PDT 2019,,,,5,100% (124/124),100% (124/124),100% (124/124),1.12E+18,245,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",,Neither,,,,
3ZTE0JGGCEG97V0NYPU5GWG2L92OC7,3WIABKGAUQPI5FMGOCKM90N4CXV6EO,anti-vaccine analysis,please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.,"sentiment, text, vaccine",$0.01,Fri Apr 12 17:09:47 PDT 2019,5,BatchId:233848;OriginalHitTemplateId:921587277;,3600,259200,Fri Apr 19 17:09:47 PDT 2019,,,320DUZ38G8ABAGMPA03KMBGBRJWGJY,A5F89ZB75KLBW,Submitted,Fri Apr 12 17:24:59 PDT 2019,Fri Apr 12 17:25:13 PDT 2019,Mon Apr 15 17:25:13 PDT 2019,,,,14,100% (124/124),100% (124/124),100% (124/124),1.12E+18,263,"@CardinalWayne @MichelleRempel You misunderstand. Vaccinated people in good health are immune. Some people have preexisting conditions meaning they can't take he vaccine, or become immunocompromised leaving them no longer totally immune.",,Pro-vaccine,,,,
